netid,number,term,grade
akm55,13180,2018 Spring Term,92
arr51,17124,2017 Fall Term,96
ajk67,25707,2019 Spring Term,89
akb71,23232,2017 Fall Term,94
app25,17499,2018 Spring Term,98
ajp63,7019,2019 Spring Term,96
asc78,20357,2019 Spring Term,95
agc33,24432,2019 Spring Term,76
acm92,24576,2017 Fall Term,87
ads48,17515,2018 Spring Term,80
anb65,18272,2018 Fall Term,94
anr33,22156,2017 Fall Term,98
ans63,10020,2018 Spring Term,98
aeb77,2586,2018 Spring Term,79
ach81,16955,2017 Fall Term,90
apk21,17428,2019 Spring Term,75
agr18,2945,2018 Fall Term,91
agc33,9150,2018 Spring Term,79
ats46,25279,2018 Spring Term,98
acf33,7694,2019 Spring Term,84
agn21,17124,2018 Spring Term,95
aar37,20770,2018 Fall Term,94
agh22,5836,2017 Fall Term,88
ajw84,23893,2019 Spring Term,78
adw54,1853,2018 Spring Term,95
agb41,21550,2017 Fall Term,83
aeb89,7507,2018 Fall Term,86
amj55,15264,2017 Fall Term,78
afm20,82,2019 Spring Term,96
ali11,19482,2017 Fall Term,89
asd41,14447,2018 Fall Term,95
ajo14,3511,2018 Spring Term,95
aaf21,20325,2018 Fall Term,83
amr90,22156,2017 Fall Term,81
akv12,17806,2018 Spring Term,97
aaa91,5029,2018 Spring Term,86
alr80,3824,2018 Fall Term,99
agb44,7253,2017 Fall Term,99
abs62,7694,2018 Fall Term,91
atd25,19923,2018 Spring Term,76
act48,16850,2018 Fall Term,88
ags40,20797,2017 Fall Term,84
arc71,15842,2018 Fall Term,78
adw63,22505,2017 Fall Term,87
atb47,3815,2017 Fall Term,95
acg46,14971,2017 Fall Term,99
bac38,20770,2018 Fall Term,95
anm39,24578,2019 Spring Term,97
abg28,19765,2017 Fall Term,90
anr45,12978,2018 Fall Term,90
ava13,13103,2017 Fall Term,77
ahc15,16875,2018 Spring Term,91
anb49,17124,2018 Spring Term,85
ado20,8322,2019 Spring Term,88
ald57,23299,2018 Fall Term,92
adp33,8062,2018 Spring Term,83
aak49,22505,2018 Fall Term,76
aeb87,21528,2019 Spring Term,89
abt23,3807,2018 Spring Term,84
atb35,22912,2018 Fall Term,93
atw20,19923,2018 Spring Term,88
aew60,1860,2019 Spring Term,81
ahc26,15531,2017 Fall Term,82
alw96,13857,2018 Fall Term,92
ajw76,23130,2018 Fall Term,94
aen20,7269,2019 Spring Term,87
alt37,19135,2019 Spring Term,91
apk22,6298,2019 Spring Term,85
abr39,1399,2017 Fall Term,97
ate10,21080,2018 Spring Term,88
acc69,8322,2017 Fall Term,87
ahf13,3513,2018 Fall Term,84
ahw29,21534,2018 Spring Term,86
abe13,6793,2018 Spring Term,78
aag43,3824,2018 Fall Term,82
adw18,5800,2018 Fall Term,78
ado20,4419,2018 Fall Term,85
arp47,10977,2018 Spring Term,96
acj34,19135,2019 Spring Term,90
alw79,8048,2017 Fall Term,89
akb53,24349,2019 Spring Term,84
ais30,19482,2017 Fall Term,77
aja50,19765,2019 Spring Term,75
aag45,14970,2019 Spring Term,78
alc99,1004,2017 Fall Term,96
asc57,20906,2018 Fall Term,98
ant28,1406,2018 Spring Term,83
apf22,23133,2017 Fall Term,92
ach49,24262,2018 Fall Term,96
akg38,15348,2017 Fall Term,91
adw18,7596,2018 Spring Term,76
ava17,23540,2018 Fall Term,82
aew60,2586,2018 Fall Term,83
ajt50,16221,2017 Fall Term,87
abt23,7019,2019 Spring Term,93
ajk79,4278,2018 Fall Term,85
amn45,8766,2018 Spring Term,75
aep55,7694,2017 Fall Term,99
amp95,4419,2017 Fall Term,82
ahl24,14970,2019 Spring Term,76
aak42,10020,2018 Fall Term,98
and24,8322,2017 Fall Term,97
arc75,18029,2017 Fall Term,82
ahk23,7550,2017 Fall Term,79
ajl62,23230,2019 Spring Term,83
adt25,5030,2018 Fall Term,99
ask44,4764,2018 Spring Term,92
afj11,8769,2019 Spring Term,90
akr43,13857,2019 Spring Term,75
aaf21,18275,2019 Spring Term,86
aem93,24400,2017 Fall Term,92
abn15,3511,2018 Spring Term,86
afa19,25155,2018 Spring Term,86
agr25,3511,2019 Spring Term,83
ajl88,23520,2018 Fall Term,99
anw34,4419,2017 Fall Term,96
aww29,12640,2019 Spring Term,86
amr88,7276,2017 Fall Term,92
amj62,5904,2017 Fall Term,86
adk16,12940,2019 Spring Term,81
alk42,15264,2017 Fall Term,87
akb54,4766,2018 Fall Term,82
awm33,25029,2018 Spring Term,99
amk85,15230,2019 Spring Term,78
agc21,3807,2019 Spring Term,97
abt23,9150,2018 Fall Term,93
acs79,24138,2017 Fall Term,89
aia11,24464,2019 Spring Term,76
acl39,7550,2018 Fall Term,91
asb73,2759,2018 Fall Term,85
ald59,4764,2018 Fall Term,91
acj35,23540,2017 Fall Term,91
amr89,16958,2018 Fall Term,77
acj26,13851,2019 Spring Term,92
amf84,7550,2019 Spring Term,78
akg36,22766,2019 Spring Term,95
ata19,8048,2017 Fall Term,82
aar26,3845,2017 Fall Term,84
atb45,5687,2017 Fall Term,78
atb28,23540,2018 Fall Term,98
amf84,12977,2017 Fall Term,97
afh11,23876,2019 Spring Term,89
abm43,1853,2019 Spring Term,78
akk45,16958,2018 Fall Term,95
acj21,24656,2019 Spring Term,89
acs97,1406,2019 Spring Term,94
aos12,20797,2018 Fall Term,93
alc73,5029,2019 Spring Term,88
aml88,24999,2018 Fall Term,90
amr82,4766,2018 Fall Term,97
aro16,4062,2018 Fall Term,90
acj34,17428,2019 Spring Term,82
aas74,1403,2018 Fall Term,89
abb50,3752,2018 Spring Term,80
abb70,17124,2017 Fall Term,81
ahr16,25279,2018 Spring Term,93
aak47,25557,2019 Spring Term,79
akc38,5720,2017 Fall Term,97
aja50,20824,2017 Fall Term,81
acs80,22912,2019 Spring Term,92
aek48,15842,2018 Fall Term,79
alp49,25220,2018 Fall Term,96
ajr89,6298,2018 Fall Term,87
ags53,9194,2018 Spring Term,98
acc69,23299,2018 Fall Term,82
amk85,7269,2019 Spring Term,89
akm55,9194,2018 Fall Term,83
asb42,24999,2018 Fall Term,88
adm66,13103,2018 Fall Term,96
abt13,7788,2018 Fall Term,94
aem90,7528,2018 Fall Term,93
adc81,20776,2017 Fall Term,87
aml87,7274,2018 Spring Term,77
aaa87,22805,2017 Fall Term,96
aak29,21706,2018 Fall Term,96
ais30,25098,2019 Spring Term,95
atr22,5718,2019 Spring Term,88
atc31,23893,2019 Spring Term,93
ahk23,15348,2017 Fall Term,83
aar26,4062,2018 Fall Term,87
aaj23,12979,2018 Fall Term,79
abb66,12979,2017 Fall Term,91
akh11,20324,2017 Fall Term,77
ajr84,23876,2019 Spring Term,95
aww28,14971,2017 Fall Term,86
abd30,5800,2018 Fall Term,99
aja40,14315,2018 Spring Term,78
ark47,22156,2017 Fall Term,81
acz10,7528,2019 Spring Term,76
apm34,7258,2019 Spring Term,75
aak47,3033,2018 Spring Term,83
aal26,2728,2019 Spring Term,90
ark44,24322,2018 Fall Term,89
acs99,22906,2017 Fall Term,86
afs28,16036,2018 Fall Term,96
aap45,5833,2018 Spring Term,98
atp24,5800,2018 Fall Term,83
baa26,20953,2017 Fall Term,79
aaf21,9579,2018 Spring Term,94
alr42,23876,2019 Spring Term,77
ald66,18808,2018 Fall Term,78
aal26,12977,2018 Spring Term,77
aef29,22918,2017 Fall Term,99
akh11,16221,2019 Spring Term,85
atr22,16389,2018 Fall Term,87
ajg62,6875,2018 Spring Term,95
anr33,9781,2017 Fall Term,75
ach71,17292,2018 Fall Term,90
aln25,9579,2018 Spring Term,84
alw79,12979,2018 Spring Term,78
amg97,25279,2018 Spring Term,95
arp69,23230,2018 Spring Term,88
agw22,6875,2017 Fall Term,87
ajt36,13857,2018 Spring Term,82
alz18,3807,2018 Fall Term,84
amr88,5027,2019 Spring Term,95
alw97,8766,2018 Fall Term,76
afm20,17428,2019 Spring Term,82
abf20,23204,2018 Fall Term,89
asb84,24775,2017 Fall Term,86
asz13,22942,2019 Spring Term,92
atd25,3807,2019 Spring Term,93
aca13,25052,2018 Spring Term,81
anc52,19468,2017 Fall Term,84
ahr16,22156,2017 Fall Term,99
arh86,20325,2018 Fall Term,92
aak29,6609,2018 Spring Term,89
aem90,25220,2018 Fall Term,79
ajt48,23539,2018 Fall Term,94
abs75,19765,2019 Spring Term,89
asf41,9579,2018 Spring Term,90
atb45,13594,2018 Fall Term,87
ash43,7276,2019 Spring Term,96
abf18,22914,2017 Fall Term,81
atb35,9789,2019 Spring Term,83
agw24,14315,2017 Fall Term,83
acd41,22918,2018 Fall Term,82
abb66,5836,2018 Spring Term,93
all42,24349,2018 Spring Term,79
abd31,22675,2018 Fall Term,75
abw36,3033,2019 Spring Term,80
acz10,18277,2017 Fall Term,78
agk21,4422,2019 Spring Term,82
asc57,22905,2018 Spring Term,89
aea47,6495,2018 Fall Term,83
apf22,19468,2017 Fall Term,87
aca22,8048,2017 Fall Term,86
afa19,8766,2018 Fall Term,80
aab75,6793,2019 Spring Term,86
aas74,7872,2017 Fall Term,83
aer52,23520,2018 Spring Term,78
abs53,22912,2018 Fall Term,96
aks79,4062,2019 Spring Term,84
att11,12978,2017 Fall Term,85
afc24,8322,2018 Spring Term,76
ajp82,529,2018 Fall Term,85
agl25,23350,2018 Spring Term,86
afs34,23520,2017 Fall Term,80
abb50,24138,2017 Fall Term,78
acf31,7974,2018 Fall Term,92
afm28,15348,2018 Fall Term,90
akh11,13180,2018 Spring Term,96
anw36,24138,2017 Fall Term,99
ade17,8062,2017 Fall Term,88
agd26,7692,2018 Spring Term,82
asb79,5902,2018 Fall Term,86
anb57,7788,2018 Fall Term,75
ajr74,4419,2019 Spring Term,75
agl25,23539,2017 Fall Term,95
aja50,16221,2017 Fall Term,88
akl41,4932,2018 Fall Term,90
acs89,4062,2017 Fall Term,89
aew53,20188,2018 Fall Term,84
alp58,17911,2018 Spring Term,78
ash75,21524,2019 Spring Term,96
anh41,9576,2018 Fall Term,91
ark51,20138,2017 Fall Term,92
aca13,22675,2018 Fall Term,85
aae21,15334,2018 Spring Term,83
aea33,15067,2018 Spring Term,97
adk34,6298,2017 Fall Term,76
baa26,15263,2019 Spring Term,98
ayc17,5027,2018 Spring Term,88
aeb87,15264,2018 Fall Term,84
ajf37,22177,2017 Fall Term,97
atl16,23288,2017 Fall Term,83
anm46,1461,2019 Spring Term,89
aan16,6609,2018 Fall Term,90
aaw39,14779,2018 Spring Term,88
aja34,24138,2017 Fall Term,90
ahh26,22215,2018 Fall Term,99
adf31,25279,2019 Spring Term,77
acs80,4764,2019 Spring Term,81
aom11,22912,2018 Fall Term,79
all78,14970,2019 Spring Term,95
ary14,24775,2019 Spring Term,77
abd30,15334,2019 Spring Term,91
amf84,22505,2017 Fall Term,82
abd30,23676,2017 Fall Term,81
alw79,13594,2018 Fall Term,84
ags40,16428,2017 Fall Term,87
akh48,23204,2018 Fall Term,93
adw63,15348,2018 Spring Term,98
ana24,4766,2017 Fall Term,93
acr54,15348,2019 Spring Term,88
alr76,1860,2018 Spring Term,97
ahg12,5836,2018 Fall Term,93
anb49,22409,2017 Fall Term,79
abd21,4764,2018 Spring Term,83
akr43,20953,2018 Spring Term,90
asb89,18255,2018 Spring Term,75
aec41,24809,2017 Fall Term,83
aba32,14970,2019 Spring Term,90
alj48,5904,2017 Fall Term,88
amf80,2728,2019 Spring Term,95
arh58,5826,2018 Fall Term,96
akd16,2728,2018 Spring Term,84
aah41,5716,2017 Fall Term,86
adg55,21534,2018 Spring Term,75
asf41,9781,2019 Spring Term,95
aph35,24464,2018 Spring Term,97
awg13,13594,2017 Fall Term,96
ats46,14970,2019 Spring Term,85
att11,17498,2017 Fall Term,99
amr88,21080,2019 Spring Term,88
abn15,3513,2018 Fall Term,78
acn21,20797,2017 Fall Term,98
ajp63,21369,2019 Spring Term,86
anp36,18029,2017 Fall Term,86
acf33,25263,2018 Fall Term,81
alr67,16389,2017 Fall Term,95
agb41,18235,2019 Spring Term,94
abd30,210,2019 Spring Term,85
ach81,25322,2018 Fall Term,94
avs28,24825,2017 Fall Term,79
amg63,5030,2017 Fall Term,82
aea47,7453,2017 Fall Term,85
aee12,9576,2017 Fall Term,98
afw13,13103,2018 Fall Term,88
adl49,20953,2019 Spring Term,98
adp33,21706,2018 Fall Term,82
ant27,24400,2018 Fall Term,90
akj30,8048,2017 Fall Term,80
anc52,14970,2017 Fall Term,97
aaa63,24432,2019 Spring Term,80
aam99,1406,2018 Spring Term,82
akg38,21526,2019 Spring Term,95
acs97,20819,2017 Fall Term,79
avs26,16221,2018 Spring Term,83
awm20,4062,2018 Fall Term,95
awm21,15264,2017 Fall Term,77
aro13,23520,2019 Spring Term,90
acv13,6503,2017 Fall Term,79
acj26,16036,2017 Fall Term,82
alg68,19023,2018 Fall Term,78
agd33,23350,2019 Spring Term,76
arr45,10025,2017 Fall Term,77
ajw83,22914,2018 Fall Term,90
afm32,17911,2019 Spring Term,97
ach44,5796,2019 Spring Term,98
agp11,8322,2018 Spring Term,79
avs26,3743,2017 Fall Term,91
abt23,20188,2018 Fall Term,90
aln22,3513,2018 Spring Term,82
agc31,81,2019 Spring Term,81
aks94,14447,2017 Fall Term,85
adw42,2586,2019 Spring Term,96
ara42,12571,2019 Spring Term,97
ach79,19468,2019 Spring Term,77
ajo14,25155,2019 Spring Term,75
avd16,7596,2017 Fall Term,82
anr40,24180,2018 Spring Term,89
ajd66,15348,2017 Fall Term,92
apb44,22914,2019 Spring Term,86
amk85,1410,2018 Fall Term,82
ajg79,22156,2018 Fall Term,95
acy12,5826,2017 Fall Term,91
aww30,9150,2017 Fall Term,85
asm74,4422,2019 Spring Term,82
alk44,529,2018 Spring Term,80
aak29,18465,2018 Spring Term,82
aem92,24576,2017 Fall Term,99
apl18,22177,2017 Fall Term,78
alk44,7975,2019 Spring Term,75
asa39,7974,2018 Fall Term,98
aab79,23540,2017 Fall Term,96
aem99,5020,2018 Fall Term,82
ahc26,7550,2019 Spring Term,93
ald66,2586,2019 Spring Term,75
ase21,22905,2018 Spring Term,77
asb81,4417,2017 Fall Term,75
anb65,14567,2017 Fall Term,77
alk43,7796,2017 Fall Term,89
asb81,4771,2018 Fall Term,91
aps55,23214,2017 Fall Term,85
aee12,8322,2018 Fall Term,86
abb10,21080,2018 Spring Term,80
acs99,1853,2017 Fall Term,84
act46,1860,2018 Spring Term,86
acw60,22912,2018 Spring Term,79
asr38,9194,2018 Fall Term,98
asb42,20138,2018 Spring Term,75
acg46,16428,2018 Fall Term,75
aet26,15348,2018 Fall Term,80
awg13,18808,2018 Fall Term,85
asj19,19400,2018 Fall Term,99
akp38,20824,2018 Fall Term,80
amf84,20138,2019 Spring Term,94
aww30,5833,2019 Spring Term,83
aaf15,24135,2017 Fall Term,78
akl32,14971,2018 Fall Term,78
aks94,2965,2018 Fall Term,81
anb49,10977,2017 Fall Term,89
act40,13103,2018 Spring Term,94
aks87,21412,2017 Fall Term,89
acs80,19400,2018 Fall Term,79
ajr89,6840,2019 Spring Term,80
apk22,13956,2018 Fall Term,87
ahg12,22914,2017 Fall Term,75
aee12,9789,2019 Spring Term,82
acw63,19765,2018 Spring Term,90
anb49,7796,2017 Fall Term,79
ant28,18277,2017 Fall Term,85
adp32,19765,2019 Spring Term,85
acf33,6792,2018 Spring Term,96
adg55,23529,2019 Spring Term,86
ajj23,1403,2017 Fall Term,92
ajl76,24349,2017 Fall Term,96
act40,17806,2019 Spring Term,82
afh11,24704,2017 Fall Term,76
aaw38,22156,2018 Fall Term,78
acm92,17124,2017 Fall Term,95
ajn24,12979,2018 Spring Term,96
anr33,22505,2017 Fall Term,87
asf25,15067,2019 Spring Term,85
adc79,5836,2017 Fall Term,86
adj23,529,2018 Fall Term,76
abr39,13594,2018 Fall Term,79
ajv21,23893,2018 Spring Term,94
ars91,24464,2018 Spring Term,93
bac40,2965,2018 Fall Term,88
ack42,5028,2018 Fall Term,76
arh86,23540,2018 Fall Term,92
ahw26,14970,2017 Fall Term,92
agc26,24395,2019 Spring Term,99
adw63,24775,2019 Spring Term,84
acj26,4766,2019 Spring Term,76
acy14,81,2017 Fall Term,95
ans81,17124,2017 Fall Term,80
afc22,20357,2018 Fall Term,82
amf84,22918,2018 Fall Term,89
awm27,10022,2018 Spring Term,88
aaf21,25279,2018 Spring Term,99
aec53,5687,2017 Fall Term,89
ama78,7528,2019 Spring Term,81
ahf12,6792,2018 Spring Term,92
adk30,3807,2019 Spring Term,86
ajr74,21369,2018 Spring Term,88
alt55,17124,2017 Fall Term,95
aem92,2965,2018 Fall Term,87
anb24,5800,2017 Fall Term,88
aam84,24180,2018 Spring Term,84
arc88,7979,2017 Fall Term,88
akg36,1399,2017 Fall Term,86
ami10,8769,2019 Spring Term,94
aam99,23232,2018 Fall Term,90
ars83,17409,2018 Spring Term,79
agp15,22215,2018 Fall Term,90
afm32,4419,2018 Fall Term,95
all72,24705,2017 Fall Term,83
ajf46,24809,2018 Spring Term,97
adh66,1397,2019 Spring Term,88
aep54,22675,2017 Fall Term,75
bac38,5833,2018 Spring Term,80
ald57,22906,2018 Fall Term,91
ajz10,13180,2019 Spring Term,98
agl25,24776,2019 Spring Term,88
aws31,7980,2018 Spring Term,89
akv12,25220,2018 Fall Term,94
ank26,7596,2017 Fall Term,76
app25,19765,2019 Spring Term,94
ase24,21080,2019 Spring Term,92
adn22,22766,2019 Spring Term,84
ajl82,21526,2017 Fall Term,77
asb73,2041,2019 Spring Term,92
agc33,20820,2018 Spring Term,88
ajk67,5833,2019 Spring Term,89
adg55,24349,2018 Spring Term,98
agp16,15067,2018 Spring Term,78
akb54,10155,2017 Fall Term,89
amt75,10022,2018 Spring Term,99
aac47,7596,2018 Spring Term,84
awm20,5027,2018 Spring Term,87
aar25,1461,2018 Spring Term,93
afm20,12978,2018 Fall Term,78
ald67,20344,2017 Fall Term,75
arg44,13076,2017 Fall Term,83
asa48,24138,2017 Fall Term,91
akw30,7276,2018 Spring Term,97
arl45,22156,2018 Fall Term,89
amt58,4419,2018 Fall Term,75
aek44,5020,2018 Spring Term,91
awf11,1406,2018 Spring Term,89
aef38,17526,2018 Fall Term,83
aja33,23133,2017 Fall Term,77
asb93,23278,2018 Fall Term,98
ajg76,5904,2018 Fall Term,90
anl31,23278,2018 Fall Term,80
anw36,18235,2019 Spring Term,98
afh11,22918,2017 Fall Term,83
aka34,7529,2018 Fall Term,88
asb90,4422,2019 Spring Term,96
aew53,8062,2017 Fall Term,86
att11,23876,2019 Spring Term,78
adc62,20770,2018 Fall Term,79
aks87,7872,2017 Fall Term,78
aea42,9789,2018 Spring Term,94
aje22,20138,2019 Spring Term,96
ajh66,13076,2018 Fall Term,90
aro13,22156,2018 Fall Term,94
ask59,24656,2019 Spring Term,82
abb66,9129,2017 Fall Term,77
adf35,23351,2017 Fall Term,91
ark44,15531,2018 Fall Term,95
acv13,2523,2019 Spring Term,95
acw63,23893,2019 Spring Term,99
aef42,12979,2018 Fall Term,79
and29,2945,2017 Fall Term,87
ajd66,4766,2018 Spring Term,96
avp21,7872,2017 Fall Term,80
alj51,23338,2018 Spring Term,77
acm97,20797,2018 Fall Term,99
agc14,9781,2019 Spring Term,94
apl18,2965,2018 Fall Term,85
abg28,17124,2018 Spring Term,75
aap45,12977,2019 Spring Term,77
aek27,24400,2018 Spring Term,89
asz13,22215,2018 Fall Term,98
amj62,24704,2017 Fall Term,95
aab74,8322,2019 Spring Term,84
ajf46,5718,2018 Fall Term,96
ado21,7789,2019 Spring Term,83
atr22,24432,2017 Fall Term,99
amz19,5030,2017 Fall Term,87
asl50,20138,2018 Fall Term,96
act47,13670,2018 Spring Term,84
amn40,8062,2017 Fall Term,79
all78,3807,2018 Fall Term,77
adw18,9781,2017 Fall Term,91
ava14,3740,2017 Fall Term,88
abs76,25220,2018 Fall Term,98
abm43,19765,2017 Fall Term,81
anm43,12571,2019 Spring Term,81
all42,25155,2018 Spring Term,82
afm20,1876,2018 Fall Term,87
aem94,14779,2019 Spring Term,77
aer52,19135,2019 Spring Term,75
adm60,5716,2018 Fall Term,83
ags42,16881,2018 Fall Term,82
anr44,13958,2017 Fall Term,92
aaa67,3807,2017 Fall Term,77
anm46,24969,2018 Fall Term,77
aph35,4764,2017 Fall Term,99
arc88,22329,2018 Spring Term,88
apc30,19482,2019 Spring Term,79
akh49,20138,2018 Spring Term,96
ars94,23922,2019 Spring Term,98
aal26,7528,2019 Spring Term,79
aed41,25098,2018 Spring Term,84
aew60,25279,2018 Spring Term,96
agj12,210,2019 Spring Term,93
alf42,16428,2018 Fall Term,91
acn12,9131,2018 Spring Term,84
akw38,5020,2017 Fall Term,75
anr33,1860,2018 Spring Term,94
amg33,1004,2019 Spring Term,80
asj19,14779,2019 Spring Term,89
adw18,20324,2019 Spring Term,96
aem99,10020,2018 Fall Term,97
acm61,17410,2018 Fall Term,90
aca13,3740,2017 Fall Term,85
adw63,7528,2017 Fall Term,90
alj48,7692,2018 Fall Term,83
abs76,15348,2018 Fall Term,98
akh47,20138,2018 Fall Term,88
ajd57,20324,2018 Fall Term,86
adw63,23540,2017 Fall Term,92
amk90,24138,2017 Fall Term,85
atb39,17911,2018 Fall Term,90
acm76,23288,2017 Fall Term,82
ajl89,5832,2018 Fall Term,91
alt37,13180,2017 Fall Term,75
ama90,7550,2018 Fall Term,94
awm28,20130,2018 Fall Term,86
acl43,17806,2018 Spring Term,96
apa17,1465,2019 Spring Term,93
ags40,15348,2018 Spring Term,97
ajp61,19765,2018 Spring Term,78
abc50,23540,2018 Fall Term,92
asf25,22156,2017 Fall Term,90
aak47,22965,2017 Fall Term,95
acl43,3740,2017 Fall Term,80
aeb89,2974,2018 Spring Term,96
asl50,5903,2017 Fall Term,76
aeb88,14971,2018 Fall Term,99
ath27,22675,2017 Fall Term,90
ajl76,20527,2017 Fall Term,98
aec53,1461,2019 Spring Term,87
asb42,19065,2018 Spring Term,92
aww28,7529,2017 Fall Term,92
asd41,15348,2017 Fall Term,92
agc35,6875,2019 Spring Term,93
acn21,20906,2018 Spring Term,94
adn22,6875,2018 Spring Term,84
avd16,19142,2018 Spring Term,85
aia11,18255,2018 Spring Term,86
aaa75,5716,2018 Fall Term,91
aaa67,22203,2017 Fall Term,88
aks79,21412,2017 Fall Term,77
ajp73,19482,2018 Spring Term,90
aam62,14315,2018 Spring Term,98
avp21,7550,2018 Spring Term,83
anj11,3511,2018 Spring Term,99
aps54,13180,2018 Spring Term,86
ajr74,1410,2017 Fall Term,79
aos11,16958,2018 Fall Term,81
acm92,18808,2018 Spring Term,93
aek43,8766,2017 Fall Term,90
ana24,10155,2017 Fall Term,96
agn21,7276,2019 Spring Term,83
acy12,1465,2017 Fall Term,97
ajr84,4764,2019 Spring Term,96
aeb94,22177,2017 Fall Term,76
abh44,17498,2018 Spring Term,86
atb47,8322,2018 Fall Term,94
atp24,23876,2018 Spring Term,84
abb57,19640,2018 Fall Term,81
acj34,16428,2017 Fall Term,89
asb94,5020,2018 Spring Term,91
abg35,14315,2018 Fall Term,93
amt69,5026,2018 Fall Term,81
aem81,24349,2019 Spring Term,83
atc38,17124,2018 Spring Term,82
aep55,14567,2017 Fall Term,89
amr90,8048,2017 Fall Term,75
acw63,10020,2019 Spring Term,86
aas85,13857,2018 Fall Term,95
aaj23,14567,2018 Spring Term,83
abb56,24809,2017 Fall Term,78
aaa75,22912,2019 Spring Term,94
ars93,3845,2017 Fall Term,79
alf42,4766,2019 Spring Term,84
ahf12,5902,2018 Fall Term,90
abs75,1461,2017 Fall Term,97
agd33,9576,2018 Fall Term,80
ajd57,4925,2017 Fall Term,95
